Country,avg_d_mbps,avg_d_mbps_w,k_tests,year,d_type
Pakistan,14.7,10.7,6934.7,2023,fixed
Palau,24.3,26.9,0.1,2023,fixed
Palestine,132.5,127.7,202.0,2023,fixed
Panama,182.9,164.1,661.8,2023,fixed
Papua New Guinea,35.6,34.4,3.3,2023,fixed
Paraguay,98.7,82.6,409.1,2023,fixed
People's Republic of China,248.2,242.6,19378.2,2023,fixed
Peru,134.6,111.6,2083.2,2023,fixed
Philippines,119.0,95.9,15362.7,2023,fixed
Poland,186.4,164.7,2710.9,2023,fixed
Portugal,193.3,198.7,2048.0,2023,fixed
Puerto Rico,143.9,140.4,1168.7,2023,fixed
Qatar,235.5,207.1,497.8,2023,fixed
Republic of Macedonia,45.9,35.4,274.5,2023,fixed
Republic of the Congo,47.1,43.7,23.4,2023,fixed
Romania,210.3,174.4,1247.6,2023,fixed
Russia,108.9,93.9,14006.1,2023,fixed
Rwanda,45.2,35.3,14.6,2023,fixed
Saint Helena,26.2,21.0,0.3,2023,fixed
Saint Kitts and Nevis,68.5,64.3,12.8,2023,fixed
Saint Lucia,169.9,172.0,14.1,2023,fixed
Saint Martin,41.9,54.4,26.6,2023,fixed
Saint Pierre and Miquelon,79.5,81.9,0.4,2023,fixed
Saint Vincent and the Grenadines,147.0,148.1,9.0,2023,fixed
Saint-Barthélemy,40.0,40.0,0.5,2023,fixed
Samoa,63.5,75.8,0.3,2023,fixed
San Marino,105.0,104.8,5.5,2023,fixed
Saudi Arabia,133.4,96.5,7775.8,2023,fixed
Senegal,31.8,22.8,53.4,2023,fixed
Serbia,95.8,81.5,762.4,2023,fixed
Seychelles,35.5,39.9,2.3,2023,fixed
Sierra Leone,20.9,14.3,5.6,2023,fixed
Singapore,291.5,297.0,1050.1,2023,fixed
Slovakia,134.2,120.0,761.5,2023,fixed
Slovenia,126.9,124.9,282.0,2023,fixed
Solomon Islands,47.6,67.8,0.1,2023,fixed
Somalia,17.0,14.2,15.1,2023,fixed
South Africa,61.8,36.7,3309.4,2023,fixed
South Georgia and the South Sandwich Islands,5.2,,0.0,2023,fixed
South Korea,218.1,213.6,621.3,2023,fixed
South Sudan,15.7,15.6,2.7,2023,fixed
Spain,215.0,228.1,4044.4,2023,fixed
Sri Lanka,28.7,25.5,368.3,2023,fixed
Sudan,12.7,12.7,16.8,2023,fixed
Suriname,16.2,15.4,35.7,2023,fixed
Sweden,172.4,172.2,733.7,2023,fixed
Switzerland,235.8,235.0,1310.0,2023,fixed
Syria,13.1,6.5,767.7,2023,fixed
São Tomé and Príncipe,20.1,21.7,1.7,2023,fixed
Tajikistan,27.1,23.1,22.9,2023,fixed
Tanzania,24.5,21.3,58.2,2023,fixed
Thailand,243.9,227.5,6756.6,2023,fixed
The Bahamas,106.1,111.4,29.9,2023,fixed
The Gambia,8.4,11.7,9.6,2023,fixed
Togo,29.6,24.8,127.4,2023,fixed
Tonga,29.9,22.5,0.2,2023,fixed
Trinidad and Tobago,137.1,131.1,232.6,2023,fixed
Tunisia,10.8,9.8,770.7,2023,fixed
Turkey,62.5,53.0,4725.7,2023,fixed
Turkmenistan,5.5,4.9,31.6,2023,fixed
Turks and Caicos Islands,82.2,83.8,4.3,2023,fixed
Uganda,18.1,15.2,43.4,2023,fixed
Ukraine,95.2,71.3,3686.9,2023,fixed
United Arab Emirates,239.6,202.8,1639.8,2023,fixed
United Kingdom,161.0,162.7,25840.7,2023,fixed
United States Virgin Islands,80.1,80.5,19.0,2023,fixed
United States of America,248.6,252.0,69804.1,2023,fixed
Uruguay,178.4,183.3,111.5,2023,fixed
Uzbekistan,57.8,46.2,357.2,2023,fixed
Vanuatu,22.7,25.6,2.5,2023,fixed
Venezuela,51.1,43.5,3236.9,2023,fixed
Vietnam,114.2,103.4,7363.2,2023,fixed
Wallis and Futuna,34.0,20.5,0.2,2023,fixed
Yemen,11.2,9.6,258.3,2023,fixed
Zambia,46.7,42.6,16.1,2023,fixed
Zimbabwe,28.0,24.0,38.3,2023,fixed
eSwatini,17.1,15.4,9.0,2023,fixed
Afghanistan,8.4,8.1,6.5,2024,mobile
Albania,62.9,62.0,14.7,2024,mobile
Algeria,33.5,33.3,214.3,2024,mobile
American Samoa,45.0,50.9,0.2,2024,mobile
Andorra,134.3,131.1,0.4,2024,mobile
Angola,31.4,22.8,8.3,2024,mobile
Anguilla,31.1,32.1,0.1,2024,mobile
Antigua and Barbuda,36.2,37.1,0.4,2024,mobile
Argentina,54.5,43.3,102.5,2024,mobile
Armenia,37.0,36.4,25.8,2024,mobile
Aruba,66.0,66.1,1.4,2024,mobile
Australia,152.0,151.1,408.8,2024,mobile
Australian Indian Ocean Territories,13.6,,0.0,2024,mobile
Austria,113.0,110.1,189.9,2024,mobile
Azerbaijan,57.0,52.3,27.6,2024,mobile
Bahrain,217.4,217.8,17.5,2024,mobile
Bangladesh,35.9,31.1,137.2,2024,mobile
Barbados,38.3,35.5,0.7,2024,mobile
Belarus,36.0,25.2,139.3,2024,mobile
Belgium,125.5,113.0,63.5,2024,mobile
Belize,18.7,19.1,2.8,2024,mobile
Benin,60.7,43.8,8.9,2024,mobile
Bermuda,192.3,170.9,0.1,2024,mobile
Bhutan,83.0,76.1,3.4,2024,mobile
Bolivia,16.8,16.5,87.1,2024,mobile
Bosnia and Herzegovina,36.0,30.4,40.4,2024,mobile
Botswana,84.7,73.3,6.3,2024,mobile
Brazil,163.9,122.9,1189.7,2024,mobile
British Indian Ocean Territory,2.8,,0.0,2024,mobile
British Virgin Islands,47.5,50.9,0.2,2024,mobile
Brunei,140.5,131.3,3.6,2024,mobile
Bulgaria,200.9,141.3,154.4,2024,mobile
Burkina Faso,70.5,36.0,2.4,2024,mobile
Burundi,10.0,8.5,2.6,2024,mobile
Cambodia,31.1,28.9,77.2,2024,mobile
Cameroon,22.5,18.8,6.5,2024,mobile
Canada,126.7,124.8,361.0,2024,mobile
Cape Verde,34.0,37.4,0.9,2024,mobile
Cayman Islands,174.6,173.9,0.8,2024,mobile
Central African Republic,4.9,5.4,0.4,2024,mobile
Chad,34.6,34.2,1.7,2024,mobile
Chile,77.5,76.5,344.0,2024,mobile
Colombia,43.8,31.7,431.1,2024,mobile
Comoros,29.7,25.3,0.1,2024,mobile
Cook Islands,55.2,60.5,0.1,2024,mobile
Costa Rica,53.6,46.8,60.8,2024,mobile
Croatia,263.2,177.9,174.3,2024,mobile
Cuba,7.1,6.9,10.5,2024,mobile
Curaçao,46.8,47.4,0.6,2024,mobile
Cyprus,122.2,110.3,27.6,2024,mobile
Czech Republic,119.9,106.5,128.0,2024,mobile
Democratic Republic of the Congo,28.6,21.1,10.3,2024,mobile
Denmark,237.0,241.1,74.1,2024,mobile
Djibouti,41.9,41.6,0.5,2024,mobile
Dominica,29.2,31.3,0.2,2024,mobile
Dominican Republic,90.4,66.2,54.1,2024,mobile
East Timor,6.6,7.1,2.4,2024,mobile
Ecuador,37.3,33.9,44.9,2024,mobile
Egypt,31.6,26.3,167.9,2024,mobile
El Salvador,33.2,32.1,45.3,2024,mobile
Equatorial Guinea,17.4,15.3,0.1,2024,mobile
Eritrea,4.8,4.8,0.0,2024,mobile
Estonia,151.8,155.8,57.0,2024,mobile
Ethiopia,79.5,55.1,40.1,2024,mobile
Faroe Islands,300.1,264.4,1.9,2024,mobile
Federated States of Micronesia,36.0,32.8,0.1,2024,mobile
Fiji,43.1,35.3,5.7,2024,mobile
Finland,175.8,169.2,373.7,2024,mobile
France,154.7,152.0,452.2,2024,mobile
French Polynesia,33.2,31.3,0.8,2024,mobile
Gabon,43.9,56.1,1.0,2024,mobile
Georgia,50.6,46.5,29.5,2024,mobile
Germany,107.0,101.9,748.9,2024,mobile
Ghana,23.1,21.9,13.1,2024,mobile
Greece,138.4,131.8,341.1,2024,mobile
Greenland,72.2,113.9,0.2,2024,mobile
Grenada,46.6,47.0,0.1,2024,mobile
Guam,48.9,43.9,2.7,2024,mobile
Guantanamo Bay Naval Base,208.9,264.9,0.0,2024,mobile
Guatemala,73.0,53.1,64.8,2024,mobile
Guernsey,49.6,47.5,0.5,2024,mobile
Guinea,14.7,14.2,1.0,2024,mobile
Guinea-Bissau,19.0,17.0,0.5,2024,mobile
Guyana,44.0,39.2,3.5,2024,mobile
Haiti,15.1,14.1,5.6,2024,mobile
Honduras,42.3,42.7,23.8,2024,mobile
Hong Kong,128.3,125.1,160.9,2024,mobile
Hungary,98.2,84.9,163.2,2024,mobile
Iceland,234.1,224.9,3.6,2024,mobile
India,179.0,147.7,5906.7,2024,mobile
Indonesia,31.8,33.4,3161.3,2024,mobile
Iran,58.5,51.7,589.8,2024,mobile
Iraq,36.3,32.4,78.5,2024,mobile
Ireland,93.4,93.4,127.9,2024,mobile
Isle of Man,31.5,30.6,0.8,2024,mobile
Israel,106.1,97.9,122.5,2024,mobile
Italy,99.0,98.3,2025.2,2024,mobile
Ivory Coast,38.9,33.1,10.4,2024,mobile
Jamaica,35.3,37.1,6.4,2024,mobile
Japan,89.4,83.6,439.1,2024,mobile
Jersey,37.5,38.2,0.6,2024,mobile
Jordan,55.7,46.6,86.9,2024,mobile
Kazakhstan,86.5,65.7,303.0,2024,mobile
Kenya,54.1,41.3,29.9,2024,mobile
Kiribati,20.8,38.3,0.0,2024,mobile
Kosovo,83.8,45.9,8.4,2024,mobile
Kuwait,255.3,254.0,85.3,2024,mobile
Kyrgyzstan,44.4,39.5,34.1,2024,mobile
Laos,41.2,34.0,40.7,2024,mobile
Latvia,143.7,138.3,69.7,2024,mobile
Lebanon,36.1,35.2,10.6,2024,mobile
Lesotho,175.0,75.2,2.1,2024,mobile
Liberia,36.6,31.9,1.7,2024,mobile
Libya,20.9,20.9,37.1,2024,mobile
Liechtenstein,105.1,87.1,0.3,2024,mobile
Lithuania,164.4,142.4,106.9,2024,mobile
Luxembourg,142.0,136.3,6.4,2024,mobile
Macau,187.5,187.5,2.0,2024,mobile
Madagascar,110.5,111.9,3.0,2024,mobile
Malawi,28.3,24.6,2.8,2024,mobile
Malaysia,196.4,182.3,1949.3,2024,mobile
Maldives,125.5,127.9,0.1,2024,mobile
Mali,34.8,34.6,1.4,2024,mobile
Malta,122.4,107.1,11.8,2024,mobile
Mauritania,26.5,24.1,3.0,2024,mobile
Mauritius,174.3,154.5,15.2,2024,mobile
Mexico,54.0,43.3,572.3,2024,mobile
Moldova,60.7,47.5,12.9,2024,mobile
Monaco,291.3,282.6,10.2,2024,mobile
Mongolia,22.3,20.3,8.4,2024,mobile
Montenegro,99.4,75.0,13.8,2024,mobile
Morocco,49.4,47.1,113.5,2024,mobile
Mozambique,25.8,23.0,17.3,2024,mobile
Myanmar,40.9,30.0,71.5,2024,mobile
Namibia,31.8,23.6,4.5,2024,mobile
Nauru,83.8,83.8,0.0,2024,mobile
Nepal,68.0,36.2,11.7,2024,mobile
Netherlands,135.5,134.2,134.9,2024,mobile
New Caledonia,39.7,50.2,0.3,2024,mobile
New Zealand,158.2,153.6,32.1,2024,mobile
Nicaragua,24.4,25.4,24.5,2024,mobile
Niger,21.6,18.3,1.4,2024,mobile
Nigeria,59.6,43.4,59.8,2024,mobile
Norfolk Island,24.7,24.7,0.0,2024,mobile
North Korea,126.1,150.3,0.0,2024,mobile
Northern Mariana Islands,49.0,37.7,0.1,2024,mobile
Norway,191.3,204.7,51.1,2024,mobile
Oman,152.6,143.2,28.2,2024,mobile
Pakistan,21.9,21.2,1112.1,2024,mobile
Palau,35.9,46.7,0.0,2024,mobile
Palestine,57.4,33.3,36.3,2024,mobile
Panama,32.4,29.0,40.6,2024,mobile
Papua New Guinea,33.3,23.8,6.3,2024,mobile
Paraguay,37.1,29.6,17.2,2024,mobile
People's Republic of China,153.6,180.7,2209.1,2024,mobile
Peru,27.1,28.1,338.4,2024,mobile
Philippines,72.7,54.5,1087.5,2024,mobile
Poland,124.1,101.0,714.0,2024,mobile
Portugal,167.1,163.6,109.3,2024,mobile
Puerto Rico,143.8,141.8,80.8,2024,mobile
Qatar,345.2,325.9,19.6,2024,mobile
Republic of Macedonia,156.8,104.6,47.3,2024,mobile
Republic of the Congo,50.4,37.2,2.8,2024,mobile
Romania,95.8,60.5,242.7,2024,mobile
Russia,35.0,35.7,2405.6,2024,mobile
Rwanda,36.4,26.7,18.6,2024,mobile
Saint Helena,3.0,4.7,0.0,2024,mobile
Saint Kitts and Nevis,23.1,23.7,0.2,2024,mobile
Saint Lucia,32.8,36.1,0.2,2024,mobile
Saint Martin,33.3,33.0,0.7,2024,mobile
Saint Pierre and Miquelon,27.9,1.4,0.0,2024,mobile
Saint Vincent and the Grenadines,22.5,24.4,0.3,2024,mobile
Saint-Barthélemy,80.4,80.4,0.0,2024,mobile
Samoa,24.3,23.3,0.4,2024,mobile
San Marino,27.8,27.0,0.4,2024,mobile
Saudi Arabia,145.0,171.5,833.7,2024,mobile
Senegal,86.1,73.7,4.0,2024,mobile
Serbia,69.0,65.8,83.5,2024,mobile
Seychelles,44.8,47.3,0.2,2024,mobile
Sierra Leone,32.4,28.7,3.5,2024,mobile
Singapore,180.6,193.0,114.8,2024,mobile
Slovakia,89.0,78.0,55.6,2024,mobile
Slovenia,121.5,118.2,52.2,2024,mobile
Solomon Islands,18.2,21.6,0.1,2024,mobile
Somalia,33.6,28.4,7.9,2024,mobile
South Africa,84.7,65.0,171.4,2024,mobile
South Korea,310.1,316.6,104.4,2024,mobile
South Sudan,18.0,11.5,1.5,2024,mobile
Spain,140.3,124.3,297.7,2024,mobile
Sri Lanka,32.2,22.7,111.2,2024,mobile
Sudan,17.4,14.4,7.3,2024,mobile
Suriname,69.1,48.0,2.2,2024,mobile
Sweden,161.7,184.8,63.0,2024,mobile
Switzerland,165.9,155.6,128.6,2024,mobile
Syria,19.4,17.8,49.7,2024,mobile
São Tomé and Príncipe,24.4,27.8,0.2,2024,mobile
Tajikistan,21.1,17.0,12.1,2024,mobile
Tanzania,44.7,40.4,17.1,2024,mobile
Thailand,76.5,63.9,2011.4,2024,mobile
The Bahamas,36.9,38.9,0.8,2024,mobile
The Gambia,22.6,19.6,0.9,2024,mobile
Togo,50.5,49.7,2.6,2024,mobile
Tonga,32.1,40.1,0.1,2024,mobile
Trinidad and Tobago,38.4,37.3,5.7,2024,mobile
Tunisia,33.6,31.5,54.7,2024,mobile
Turkey,52.0,49.9,251.3,2024,mobile
Turkmenistan,26.1,25.2,1.7,2024,mobile
Turks and Caicos Islands,25.0,26.4,0.1,2024,mobile
Uganda,71.3,47.2,16.4,2024,mobile
Ukraine,31.9,31.9,331.5,2024,mobile
United Arab Emirates,432.9,313.2,102.0,2024,mobile
United Kingdom,113.9,108.0,936.8,2024,mobile
United States Virgin Islands,39.2,40.2,1.0,2024,mobile
United States of America,242.2,234.9,3757.2,2024,mobile
Uruguay,209.6,145.7,16.1,2024,mobile
Uzbekistan,57.6,36.6,103.6,2024,mobile
Vanuatu,34.4,28.1,1.1,2024,mobile
Venezuela,24.4,19.4,71.0,2024,mobile
Vietnam,53.7,55.4,577.7,2024,mobile
Yemen,15.3,10.2,35.4,2024,mobile
Zambia,39.9,35.4,8.8,2024,mobile
Zimbabwe,48.0,43.4,11.2,2024,mobile
eSwatini,30.1,27.6,2.8,2024,mobile
Afghanistan,5.7,6.4,42.9,2024,fixed
Albania,88.8,76.0,170.9,2024,fixed
Algeria,39.1,27.8,706.6,2024,fixed
American Samoa,82.4,85.2,1.2,2024,fixed
Andorra,158.1,164.2,8.2,2024,fixed
Angola,25.2,19.9,15.0,2024,fixed
Anguilla,118.7,125.5,1.5,2024,fixed
Antigua and Barbuda,39.8,39.6,4.2,2024,fixed
Argentina,122.1,109.0,1588.7,2024,fixed
Armenia,90.7,73.2,160.2,2024,fixed
Aruba,97.4,99.7,13.8,2024,fixed
Australia,111.0,106.4,3241.3,2024,fixed
Australian Indian Ocean Territories,11.4,,0.0,2024,fixed
Austria,117.8,114.2,768.0,2024,fixed
Azerbaijan,48.4,45.1,469.7,2024,fixed
Bahrain,100.7,100.5,56.3,2024,fixed
Bangladesh,49.2,38.2,374.4,2024,fixed
Barbados,169.8,171.1,14.9,2024,fixed
Belarus,84.9,80.7,264.0,2024,fixed
Belgium,191.6,186.9,787.6,2024,fixed
Belize,60.2,52.5,22.1,2024,fixed
Benin,33.2,31.3,8.7,2024,fixed
Bermuda,173.0,173.8,1.8,2024,fixed
Bhutan,29.9,22.7,5.2,2024,fixed
Bolivia,40.3,33.9,528.8,2024,fixed
Bosnia and Herzegovina,51.4,39.1,247.1,2024,fixed
Botswana,19.8,15.5,24.1,2024,fixed
Brazil,195.5,182.9,16615.3,2024,fixed
British Indian Ocean Territory,29.6,,0.0,2024,fixed
British Virgin Islands,167.1,169.3,4.0,2024,fixed
Brunei,106.7,107.8,30.4,2024,fixed
Bulgaria,122.8,105.1,373.0,2024,fixed
Burkina Faso,51.2,47.5,29.8,2024,fixed
Burundi,17.0,15.9,1.3,2024,fixed
Cambodia,53.8,48.3,393.2,2024,fixed
Cameroon,33.6,31.2,18.7,2024,fixed
Canada,263.3,267.7,4497.9,2024,fixed
Cape Verde,20.6,12.6,5.6,2024,fixed
Cayman Islands,169.5,179.7,9.7,2024,fixed
Central African Republic,36.8,42.1,0.9,2024,fixed
Chad,48.4,44.4,2.4,2024,fixed
Chile,319.8,299.4,1191.4,2024,fixed
Colombia,176.0,133.0,2646.5,2024,fixed
Comoros,12.5,14.7,0.1,2024,fixed
Cook Islands,53.8,56.9,0.7,2024,fixed
Costa Rica,124.2,112.0,975.1,2024,fixed
Croatia,143.8,116.6,424.8,2024,fixed
Cuba,17.3,11.7,6.0,2024,fixed
Curaçao,100.1,100.3,18.3,2024,fixed
Cyprus,110.7,106.9,153.3,2024,fixed
Czech Republic,118.9,105.4,523.8,2024,fixed
Democratic Republic of the Congo,50.0,45.4,11.3,2024,fixed
Denmark,246.8,244.3,690.4,2024,fixed
Djibouti,32.6,28.0,2.6,2024,fixed
Dominica,144.4,141.1,2.6,2024,fixed
Dominican Republic,46.8,40.3,740.2,2024,fixed
East Timor,24.0,35.5,0.2,2024,fixed
Ecuador,144.5,123.3,1341.3,2024,fixed
Egypt,29.6,19.8,2055.6,2024,fixed
El Salvador,66.8,52.3,319.8,2024,fixed
Equatorial Guinea,19.0,19.8,0.4,2024,fixed
Eritrea,58.2,64.0,0.3,2024,fixed
Estonia,118.0,109.9,90.9,2024,fixed
Ethiopia,17.0,13.5,25.7,2024,fixed
Falkland Islands,52.6,20.1,0.1,2024,fixed
Faroe Islands,79.1,76.8,4.6,2024,fixed
Federated States of Micronesia,64.4,34.8,0.7,2024,fixed
Fiji,35.8,31.1,12.2,2024,fixed
Finland,184.7,182.3,472.1,2024,fixed
France,310.1,308.7,2835.2,2024,fixed
French Polynesia,48.4,41.0,13.0,2024,fixed
Gabon,43.9,42.7,7.4,2024,fixed
Georgia,30.4,27.5,88.4,2024,fixed
Germany,142.4,135.6,5513.5,2024,fixed
Ghana,51.9,49.9,28.9,2024,fixed
Greece,82.7,70.3,1366.2,2024,fixed
Greenland,31.3,34.4,2.4,2024,fixed
Grenada,158.4,149.9,2.6,2024,fixed
Guam,77.8,77.3,19.5,2024,fixed
Guantanamo Bay Naval Base,152.1,152.1,0.0,2024,fixed
Guatemala,70.2,49.6,440.6,2024,fixed
Guernsey,103.7,102.2,15.3,2024,fixed
Guinea,20.1,18.2,1.7,2024,fixed
Guinea-Bissau,19.9,24.0,0.9,2024,fixed
Guyana,112.4,101.1,17.0,2024,fixed
Haiti,41.2,37.6,13.2,2024,fixed
Honduras,55.5,47.3,265.8,2024,fixed
Hong Kong,331.1,333.8,646.5,2024,fixed
Hungary,224.5,219.4,726.0,2024,fixed
Iceland,300.3,315.0,22.8,2024,fixed
India,93.0,61.3,10789.3,2024,fixed
Indonesia,36.8,30.2,8201.3,2024,fixed
Iran,28.1,22.1,601.9,2024,fixed
Iraq,42.8,29.8,592.5,2024,fixed
Ireland,197.5,205.3,883.5,2024,fixed
Isle of Man,100.0,100.4,17.7,2024,fixed
Israel,284.2,267.9,704.8,2024,fixed
Italy,189.9,183.7,6840.8,2024,fixed
Ivory Coast,98.6,71.2,23.3,2024,fixed
Jamaica,91.7,88.1,107.4,2024,fixed
Japan,239.7,234.9,2165.0,2024,fixed
Jersey,187.1,186.2,14.9,2024,fixed
Jordan,193.2,142.4,659.2,2024,fixed
Kazakhstan,88.0,62.2,664.6,2024,fixed
Kenya,18.7,19.0,202.5,2024,fixed
Kiribati,96.8,37.0,0.2,2024,fixed
Kosovo,91.3,79.7,154.6,2024,fixed
Kuwait,172.2,172.1,107.0,2024,fixed
Kyrgyzstan,56.0,51.5,54.3,2024,fixed
Laos,64.1,49.8,64.7,2024,fixed
Latvia,158.4,147.8,139.7,2024,fixed
Lebanon,21.0,23.8,267.8,2024,fixed
Lesotho,36.9,30.5,1.4,2024,fixed
Liberia,20.3,17.8,1.5,2024,fixed
Libya,22.4,20.1,127.7,2024,fixed
Liechtenstein,214.2,205.8,2.8,2024,fixed
Lithuania,189.2,158.3,157.9,2024,fixed
Luxembourg,225.7,219.6,78.8,2024,fixed
Macau,183.6,183.6,6.7,2024,fixed
Madagascar,35.6,34.0,8.3,2024,fixed
Malawi,63.1,48.2,4.3,2024,fixed
Malaysia,198.2,184.3,2965.5,2024,fixed
Maldives,31.1,29.2,0.4,2024,fixed
Mali,26.2,24.6,10.0,2024,fixed
Malta,196.7,192.8,61.3,2024,fixed
Mauritania,25.1,21.6,15.0,2024,fixed
Mauritius,75.7,70.6,43.0,2024,fixed
Mexico,88.4,75.7,9368.8,2024,fixed
Moldova,164.7,124.7,82.6,2024,fixed
Monaco,303.5,288.9,5.3,2024,fixed
Mongolia,67.1,70.0,18.6,2024,fixed
Montenegro,120.1,111.6,47.7,2024,fixed
Montserrat,66.1,66.1,0.0,2024,fixed
Morocco,40.5,38.6,1418.4,2024,fixed
Mozambique,37.2,33.5,26.9,2024,fixed
Myanmar,24.6,22.3,501.8,2024,fixed
Namibia,20.9,11.3,35.6,2024,fixed
Nauru,24.4,24.4,0.0,2024,fixed
Nepal,85.1,69.5,288.3,2024,fixed
Netherlands,252.7,237.4,2498.5,2024,fixed
New Caledonia,134.8,107.7,4.4,2024,fixed
New Zealand,200.5,207.1,344.8,2024,fixed
Nicaragua,69.8,59.0,128.7,2024,fixed
Niger,49.1,42.4,4.4,2024,fixed
Nigeria,34.3,42.3,62.8,2024,fixed
Niue,30.8,30.8,0.0,2024,fixed
Norfolk Island,85.1,85.1,0.2,2024,fixed
North Korea,193.8,88.3,0.1,2024,fixed
Northern Mariana Islands,84.0,82.3,0.6,2024,fixed
Norway,200.9,199.3,604.8,2024,fixed
Oman,98.1,85.9,495.8,2024,fixed
Pakistan,17.5,12.8,3665.3,2024,fixed
Palau,25.1,25.8,0.1,2024,fixed
Palestine,161.0,152.7,102.4,2024,fixed
Panama,200.0,184.9,325.9,2024,fixed
Papua New Guinea,61.7,63.2,3.8,2024,fixed
Paraguay,111.3,97.9,223.4,2024,fixed
People's Republic of China,265.8,271.1,8069.2,2024,fixed
Peru,198.8,165.2,1586.9,2024,fixed
Philippines,133.3,108.7,7537.8,2024,fixed
Poland,215.7,194.4,1396.9,2024,fixed
Portugal,220.7,224.8,1026.4,2024,fixed
Puerto Rico,155.9,153.2,562.7,2024,fixed
Qatar,291.3,252.7,296.3,2024,fixed
Republic of Macedonia,55.5,42.1,146.4,2024,fixed
Republic of the Congo,54.9,55.2,11.0,2024,fixed
Romania,231.8,198.1,627.2,2024,fixed
Russia,121.8,108.0,7737.0,2024,fixed
Rwanda,48.9,37.5,8.0,2024,fixed
Saint Helena,71.4,70.3,0.0,2024,fixed
Saint Kitts and Nevis,81.1,76.7,5.8,2024,fixed
Saint Lucia,194.9,200.4,6.7,2024,fixed
Saint Martin,53.4,69.7,13.8,2024,fixed
Saint Pierre and Miquelon,82.8,87.9,0.2,2024,fixed
Saint Vincent and the Grenadines,149.1,156.1,5.0,2024,fixed
Saint-Barthélemy,87.6,87.6,0.2,2024,fixed
Samoa,59.0,95.4,0.2,2024,fixed
San Marino,169.5,172.4,3.8,2024,fixed
Saudi Arabia,159.6,120.5,3730.6,2024,fixed
Senegal,38.5,28.3,28.7,2024,fixed
Serbia,113.6,98.6,402.3,2024,fixed
Seychelles,50.7,52.4,1.8,2024,fixed
Sierra Leone,29.4,40.8,3.2,2024,fixed
Singapore,330.7,336.2,614.4,2024,fixed
Slovakia,160.5,141.9,466.9,2024,fixed
Slovenia,146.5,145.9,159.1,2024,fixed
Solomon Islands,51.1,39.0,0.1,2024,fixed
Somalia,21.9,21.5,9.9,2024,fixed
South Africa,65.4,40.0,1651.6,2024,fixed
South Georgia and the South Sandwich Islands,4.2,,0.0,2024,fixed
South Korea,239.9,231.0,372.3,2024,fixed
South Sudan,21.5,22.4,1.8,2024,fixed
Spain,243.3,257.8,2054.2,2024,fixed
Sri Lanka,39.4,34.9,233.4,2024,fixed
Sudan,40.3,32.4,10.5,2024,fixed
Suriname,22.4,19.7,18.3,2024,fixed
Sweden,191.2,193.5,384.8,2024,fixed
Switzerland,264.9,263.0,676.5,2024,fixed
Syria,14.7,9.2,380.8,2024,fixed
São Tomé and Príncipe,15.8,18.5,1.0,2024,fixed
Tajikistan,32.4,26.1,14.3,2024,fixed
Tanzania,31.2,28.4,29.5,2024,fixed
Thailand,265.9,252.8,3578.1,2024,fixed
The Bahamas,136.3,141.7,18.3,2024,fixed
The Gambia,9.8,9.0,5.1,2024,fixed
Togo,33.2,30.3,60.7,2024,fixed
Tonga,29.0,35.2,0.3,2024,fixed
Trinidad and Tobago,168.9,162.3,128.5,2024,fixed
Tunisia,12.1,11.0,475.0,2024,fixed
Turkey,83.7,71.0,2285.6,2024,fixed
Turkmenistan,18.0,18.4,4.1,2024,fixed
Turks and Caicos Islands,94.4,84.9,1.9,2024,fixed
Uganda,22.2,16.4,31.1,2024,fixed
Ukraine,116.0,89.1,1708.6,2024,fixed
United Arab Emirates,277.4,236.4,879.5,2024,fixed
United Kingdom,191.5,193.7,12826.8,2024,fixed
United States Virgin Islands,94.5,99.0,10.0,2024,fixed
United States of America,281.4,282.2,32286.6,2024,fixed
Uruguay,189.6,201.7,53.2,2024,fixed
Uzbekistan,90.9,63.2,249.5,2024,fixed
Vanuatu,32.2,29.7,1.4,2024,fixed
Venezuela,71.5,65.1,2135.0,2024,fixed
Vietnam,132.6,118.7,3959.6,2024,fixed
Wallis and Futuna,39.9,33.7,0.0,2024,fixed
Yemen,20.6,15.4,163.4,2024,fixed
Zambia,56.8,59.7,10.5,2024,fixed
Zimbabwe,35.0,30.0,24.3,2024,fixed
eSwatini,35.8,37.9,8.8,2024,fixed
